"","NAME","Year","Month","Day","PRCP","SNOW","SNWD"
"5919","HANOVER, NH US",1925,11,23,0,0,NA
"5920","HANOVER, NH US",1925,11,24,0,0,NA
"5921","HANOVER, NH US",1925,11,25,0,0,NA
"5922","HANOVER, NH US",1925,11,26,0,0,NA
"5923","HANOVER, NH US",1925,11,27,0.3,2.8,NA
"5924","HANOVER, NH US",1925,11,28,0.31,0,NA
"5925","HANOVER, NH US",1925,11,29,0,0,NA
"5926","HANOVER, NH US",1925,11,30,0,0,NA
"5927","HANOVER, NH US",1925,12,1,0.2,2.6,NA
"5928","HANOVER, NH US",1925,12,2,0,0,NA
"5929","HANOVER, NH US",1925,12,3,0.1,0,NA
"5930","HANOVER, NH US",1925,12,4,0,0,NA
"5931","HANOVER, NH US",1925,12,5,0,0,NA
"5932","HANOVER, NH US",1925,12,6,0.15,0,NA
"5933","HANOVER, NH US",1925,12,7,0,0,NA
"5934","HANOVER, NH US",1925,12,8,0,0,NA
"5935","HANOVER, NH US",1925,12,9,0,0,NA
"5936","HANOVER, NH US",1925,12,10,0,0,NA
"5937","HANOVER, NH US",1925,12,11,0,0,NA
"5938","HANOVER, NH US",1925,12,12,0.04,0.6,NA
"5939","HANOVER, NH US",1925,12,13,0,0,0
"5940","HANOVER, NH US",1925,12,14,0.02,0.2,NA
"5941","HANOVER, NH US",1925,12,15,0,0,NA
"5942","HANOVER, NH US",1925,12,16,0,0,NA
"5943","HANOVER, NH US",1925,12,17,0,0,NA
"5944","HANOVER, NH US",1925,12,18,0,0,NA
"5945","HANOVER, NH US",1925,12,19,0,0,NA
"5946","HANOVER, NH US",1925,12,20,0,0,0
"5947","HANOVER, NH US",1925,12,21,0.3,3,NA
"5948","HANOVER, NH US",1925,12,22,0.27,0,NA
"5949","HANOVER, NH US",1925,12,23,0,0,NA
"5950","HANOVER, NH US",1925,12,24,0.04,0.5,NA
"5951","HANOVER, NH US",1925,12,25,0.2,2.3,NA
"5952","HANOVER, NH US",1925,12,26,0.01,0.2,NA
"5953","HANOVER, NH US",1925,12,27,0,0,NA
"5954","HANOVER, NH US",1925,12,28,0,0,3
"5955","HANOVER, NH US",1925,12,29,0,0,NA
"5956","HANOVER, NH US",1925,12,30,0,0,NA
"5957","HANOVER, NH US",1925,12,31,0,0,NA
"5958","HANOVER, NH US",1926,1,1,0,0,1
"5959","HANOVER, NH US",1926,1,2,0.01,0.2,NA
"5960","HANOVER, NH US",1926,1,3,0,0,NA
"5961","HANOVER, NH US",1926,1,4,0,0,NA
"5962","HANOVER, NH US",1926,1,5,0.08,0,NA
"5963","HANOVER, NH US",1926,1,6,0,0,NA
"5964","HANOVER, NH US",1926,1,7,0,0,NA
"5965","HANOVER, NH US",1926,1,8,0,0,NA
"5966","HANOVER, NH US",1926,1,9,0.9,15,NA
"5967","HANOVER, NH US",1926,1,10,0,0,14
"5968","HANOVER, NH US",1926,1,11,0,0,NA
"5969","HANOVER, NH US",1926,1,12,0,0,NA
"5970","HANOVER, NH US",1926,1,13,0,0,NA
"5971","HANOVER, NH US",1926,1,14,0,0,NA
"5972","HANOVER, NH US",1926,1,15,0,0,NA
"5973","HANOVER, NH US",1926,1,16,0,0,10
"5974","HANOVER, NH US",1926,1,17,0,0,NA
"5975","HANOVER, NH US",1926,1,18,0.9,0,NA
"5976","HANOVER, NH US",1926,1,19,0,0,NA
"5977","HANOVER, NH US",1926,1,20,0,0,NA
"5978","HANOVER, NH US",1926,1,21,0.04,0.7,NA
"5979","HANOVER, NH US",1926,1,22,0.08,1.3,NA
"5980","HANOVER, NH US",1926,1,23,0,0,NA
"5981","HANOVER, NH US",1926,1,24,0,0,NA
"5982","HANOVER, NH US",1926,1,25,0,0,NA
"5983","HANOVER, NH US",1926,1,26,0,0,NA
"5984","HANOVER, NH US",1926,1,27,0.05,0.5,NA
"5985","HANOVER, NH US",1926,1,28,0.15,1.5,NA
"5986","HANOVER, NH US",1926,1,29,0,0,NA
"5987","HANOVER, NH US",1926,1,30,0,0,NA
"5988","HANOVER, NH US",1926,1,31,0,0,8
"5989","HANOVER, NH US",1926,2,1,0.8,9.5,NA
"5990","HANOVER, NH US",1926,2,2,0,0,NA
"5991","HANOVER, NH US",1926,2,3,0,0,NA
"5992","HANOVER, NH US",1926,2,4,0.55,5.5,NA
"5993","HANOVER, NH US",1926,2,5,0,0,NA
"5994","HANOVER, NH US",1926,2,6,0,0,NA
"5995","HANOVER, NH US",1926,2,7,0,0,15
"5996","HANOVER, NH US",1926,2,8,0,0,NA
"5997","HANOVER, NH US",1926,2,9,0,0,NA
"5998","HANOVER, NH US",1926,2,10,0.12,1.3,NA
"5999","HANOVER, NH US",1926,2,11,0,0,NA
"6000","HANOVER, NH US",1926,2,12,0,0,NA
"6001","HANOVER, NH US",1926,2,13,0,0,NA
"6002","HANOVER, NH US",1926,2,14,0,0,12
"6003","HANOVER, NH US",1926,2,15,0.5,7.3,NA
"6004","HANOVER, NH US",1926,2,16,0,0,NA
"6005","HANOVER, NH US",1926,2,17,0,0,NA
"6006","HANOVER, NH US",1926,2,18,0.2,2,NA
"6007","HANOVER, NH US",1926,2,19,0.38,0,NA
"6008","HANOVER, NH US",1926,2,20,0,0,NA
"6009","HANOVER, NH US",1926,2,21,0.08,1.2,14
"6010","HANOVER, NH US",1926,2,22,0,0,NA
"6011","HANOVER, NH US",1926,2,23,0,0,NA
"6012","HANOVER, NH US",1926,2,24,0,0,NA
"6013","HANOVER, NH US",1926,2,25,0.32,3,NA
"6014","HANOVER, NH US",1926,2,26,0.3,0,NA
"6015","HANOVER, NH US",1926,2,27,0,0,NA
"6016","HANOVER, NH US",1926,2,28,0,0,12
"6017","HANOVER, NH US",1926,3,1,0,0,NA
"6018","HANOVER, NH US",1926,3,2,0.45,5.5,NA
"6019","HANOVER, NH US",1926,3,3,0,0,NA
"6020","HANOVER, NH US",1926,3,4,0,0,NA
"6021","HANOVER, NH US",1926,3,5,0,0,NA
"6022","HANOVER, NH US",1926,3,6,0,0,NA
"6023","HANOVER, NH US",1926,3,7,0.4,3.8,NA
"6024","HANOVER, NH US",1926,3,8,0.35,2.5,24
"6025","HANOVER, NH US",1926,3,9,0,0,NA
"6026","HANOVER, NH US",1926,3,10,0,0,NA
"6027","HANOVER, NH US",1926,3,11,0,0,NA
"6028","HANOVER, NH US",1926,3,12,0,0,NA
"6029","HANOVER, NH US",1926,3,13,0,0,NA
"6030","HANOVER, NH US",1926,3,14,0,0,20
"6031","HANOVER, NH US",1926,3,15,0,0,NA
"6032","HANOVER, NH US",1926,3,16,0,0,NA
"6033","HANOVER, NH US",1926,3,17,0,0,NA
"6034","HANOVER, NH US",1926,3,18,0,0,NA
"6035","HANOVER, NH US",1926,3,19,0,0,NA
"6036","HANOVER, NH US",1926,3,20,0.13,0,NA
"6037","HANOVER, NH US",1926,3,21,0,0,18
"6038","HANOVER, NH US",1926,3,22,0,0,18
"6039","HANOVER, NH US",1926,3,23,0,0,NA
"6040","HANOVER, NH US",1926,3,24,0.2,0,NA
"6041","HANOVER, NH US",1926,3,25,0.12,0,NA
"6042","HANOVER, NH US",1926,3,26,0,0,NA
"6043","HANOVER, NH US",1926,3,27,0,0,NA
"6044","HANOVER, NH US",1926,3,28,0,0,NA
"6045","HANOVER, NH US",1926,3,29,0,0,NA
"6046","HANOVER, NH US",1926,3,30,0,0,12
"6047","HANOVER, NH US",1926,3,31,0,0,NA
"6048","HANOVER, NH US",1926,4,1,0.35,1.2,NA
"6049","HANOVER, NH US",1926,4,2,0,0,NA
"6050","HANOVER, NH US",1926,4,3,0.01,0,NA
"6051","HANOVER, NH US",1926,4,4,0.4,4,NA
"6052","HANOVER, NH US",1926,4,5,0.25,0,NA
"6053","HANOVER, NH US",1926,4,6,0.08,2.2,NA
"6054","HANOVER, NH US",1926,4,7,0.4,4,NA
"6055","HANOVER, NH US",1926,4,8,0.35,0,NA
"6056","HANOVER, NH US",1926,4,9,0,0,NA
"6057","HANOVER, NH US",1926,4,10,0,0,NA
"6058","HANOVER, NH US",1926,4,11,0,0,NA
"6059","HANOVER, NH US",1926,4,12,0,0,NA
"6060","HANOVER, NH US",1926,4,13,0,0,NA
"6061","HANOVER, NH US",1926,4,14,0,0,NA
"6062","HANOVER, NH US",1926,4,15,0,0,NA
"6063","HANOVER, NH US",1926,4,16,0.1,0,NA
"6064","HANOVER, NH US",1926,4,17,0,0,NA
"6065","HANOVER, NH US",1926,4,18,0,0,NA
"6066","HANOVER, NH US",1926,4,19,0,0,NA
"6067","HANOVER, NH US",1926,4,20,0,0,NA
"6068","HANOVER, NH US",1926,4,21,0,0,NA
"6069","HANOVER, NH US",1926,4,22,0.18,0,NA
"6070","HANOVER, NH US",1926,4,23,0,0,NA
"6071","HANOVER, NH US",1926,4,24,0,0,NA
"6072","HANOVER, NH US",1926,4,25,0.74,0,NA
"6073","HANOVER, NH US",1926,4,26,0,0,NA
"6074","HANOVER, NH US",1926,4,27,0,0,NA
"6075","HANOVER, NH US",1926,4,28,0.4,0,NA
"6076","HANOVER, NH US",1926,4,29,0,0,NA
"6077","HANOVER, NH US",1926,4,30,0.16,0,NA
"6078","HANOVER, NH US",1926,10,21,0.69,6,NA
"6079","HANOVER, NH US",1926,11,1,0,0,NA
"6080","HANOVER, NH US",1926,11,2,0.38,0,NA
"6081","HANOVER, NH US",1926,11,3,0,0,NA
"6082","HANOVER, NH US",1926,11,4,0,0,NA
"6083","HANOVER, NH US",1926,11,5,0.02,0.2,NA
"6084","HANOVER, NH US",1926,11,6,0,0,NA
"6085","HANOVER, NH US",1926,11,7,0,0,NA
"6086","HANOVER, NH US",1926,11,8,0,0,NA
"6087","HANOVER, NH US",1926,11,9,0.73,0,NA
"6088","HANOVER, NH US",1926,11,10,0.37,0,NA
"6089","HANOVER, NH US",1926,11,11,0,0,NA
"6090","HANOVER, NH US",1926,11,12,0,0,NA
"6091","HANOVER, NH US",1926,11,13,0,0,NA
"6092","HANOVER, NH US",1926,11,14,0.04,0,NA
"6093","HANOVER, NH US",1926,11,15,0.04,0,NA
"6094","HANOVER, NH US",1926,11,16,0.43,0,NA
"6095","HANOVER, NH US",1926,11,17,0.08,0,NA
"6096","HANOVER, NH US",1926,11,18,0,0,NA
"6097","HANOVER, NH US",1926,11,19,0.91,0,NA
"6098","HANOVER, NH US",1926,11,20,0,0,NA
"6099","HANOVER, NH US",1926,11,21,0.01,0.1,NA
"6100","HANOVER, NH US",1926,11,22,0,0,NA
"6101","HANOVER, NH US",1926,11,23,0,0,NA
"6102","HANOVER, NH US",1926,11,24,0,0,NA
"6103","HANOVER, NH US",1926,11,25,0,0,NA
"6104","HANOVER, NH US",1926,11,26,0.14,0,NA
"6105","HANOVER, NH US",1926,11,27,0.19,0,NA
"6106","HANOVER, NH US",1926,11,28,0,0,NA
"6107","HANOVER, NH US",1926,11,29,0,0,NA
"6108","HANOVER, NH US",1926,11,30,0.2,0,NA
"6109","HANOVER, NH US",1926,12,1,0,0,NA
"6110","HANOVER, NH US",1926,12,2,0,0,NA
"6111","HANOVER, NH US",1926,12,3,0,0,NA
"6112","HANOVER, NH US",1926,12,4,0.03,0.3,NA
"6113","HANOVER, NH US",1926,12,5,0.2,4,NA
"6114","HANOVER, NH US",1926,12,6,0.24,5,NA
"6115","HANOVER, NH US",1926,12,7,0,0,NA
"6116","HANOVER, NH US",1926,12,8,0.15,1.9,NA
"6117","HANOVER, NH US",1926,12,9,0,0,NA
"6118","HANOVER, NH US",1926,12,10,0.14,1.9,NA
"6119","HANOVER, NH US",1926,12,11,0.06,0.6,NA
"6120","HANOVER, NH US",1926,12,12,0,0,NA
"6121","HANOVER, NH US",1926,12,13,0,0,NA
"6122","HANOVER, NH US",1926,12,14,0.05,0,NA
"6123","HANOVER, NH US",1926,12,15,0.02,0,6
"6124","HANOVER, NH US",1926,12,16,0.04,0.9,NA
"6125","HANOVER, NH US",1926,12,17,0,0,NA
"6126","HANOVER, NH US",1926,12,18,0,0,NA
"6127","HANOVER, NH US",1926,12,19,0,0,NA
"6128","HANOVER, NH US",1926,12,20,0.03,0.5,NA
"6129","HANOVER, NH US",1926,12,21,0,0,NA
"6130","HANOVER, NH US",1926,12,22,0,0,NA
"6131","HANOVER, NH US",1926,12,23,0,0,NA
"6132","HANOVER, NH US",1926,12,24,0,0,NA
"6133","HANOVER, NH US",1926,12,25,0,0,NA
"6134","HANOVER, NH US",1926,12,26,0.01,0.2,NA
"6135","HANOVER, NH US",1926,12,27,0,0,NA
"6136","HANOVER, NH US",1926,12,28,0.6,6.5,NA
"6137","HANOVER, NH US",1926,12,29,0.1,1.5,NA
"6138","HANOVER, NH US",1926,12,30,0,0,NA
"6139","HANOVER, NH US",1926,12,31,0,0,NA
"6140","HANOVER, NH US",1927,1,1,0.2,3.3,NA
"6141","HANOVER, NH US",1927,1,2,0,0,14
"6142","HANOVER, NH US",1927,1,5,0.15,2.2,NA
"6143","HANOVER, NH US",1927,1,6,0,0,NA
"6144","HANOVER, NH US",1927,1,9,0,0,16
"6145","HANOVER, NH US",1927,1,11,0.19,2,NA
"6146","HANOVER, NH US",1927,1,14,0,0,NA
"6147","HANOVER, NH US",1927,1,15,0.07,1.5,NA
"6148","HANOVER, NH US",1927,1,16,0.48,6.5,NA
"6149","HANOVER, NH US",1927,1,23,0.11,2.3,NA
"6150","HANOVER, NH US",1927,1,29,0.01,0,NA
"6151","HANOVER, NH US",1927,1,30,0.01,0,NA
"6152","HANOVER, NH US",1927,2,2,0.13,1.3,NA
"6153","HANOVER, NH US",1927,2,3,0.08,0.7,NA
"6154","HANOVER, NH US",1927,2,4,0.05,0.5,NA
"6155","HANOVER, NH US",1927,2,6,0.2,2,NA
"6156","HANOVER, NH US",1927,2,7,0,0,13
"6157","HANOVER, NH US",1927,2,8,0,0,NA
"6158","HANOVER, NH US",1927,2,11,0,0,NA
"6159","HANOVER, NH US",1927,2,12,0,0,NA
"6160","HANOVER, NH US",1927,2,14,0.7,7.5,NA
"6161","HANOVER, NH US",1927,2,15,0,0,15
"6162","HANOVER, NH US",1927,2,16,0.15,1.7,NA
"6163","HANOVER, NH US",1927,2,17,0.1,1,NA
"6164","HANOVER, NH US",1927,2,18,0.01,0,NA
"6165","HANOVER, NH US",1927,2,19,0.03,0.4,NA
"6166","HANOVER, NH US",1927,2,20,0.15,2,15
"6167","HANOVER, NH US",1927,2,21,0.15,1.9,NA
"6168","HANOVER, NH US",1927,2,22,0,0,NA
"6169","HANOVER, NH US",1927,2,23,0,0,NA
"6170","HANOVER, NH US",1927,2,26,0.95,10,NA
"6171","HANOVER, NH US",1927,2,27,0.05,0.6,19
"6172","HANOVER, NH US",1927,3,6,0,0,NA
"6173","HANOVER, NH US",1927,3,7,0,0,NA
"6174","HANOVER, NH US",1927,3,9,0,0,NA
"6175","HANOVER, NH US",1927,3,20,0.09,0.8,NA
"6176","HANOVER, NH US",1927,3,21,0.43,1.7,NA
"6177","HANOVER, NH US",1927,3,22,0,0,NA
"6178","HANOVER, NH US",1927,4,5,0.14,1.2,NA
"6179","HANOVER, NH US",1927,4,24,0,0,NA
"6180","HANOVER, NH US",1927,11,7,0,0,NA
"6181","HANOVER, NH US",1927,11,9,0,0,NA
"6182","HANOVER, NH US",1927,11,21,0.01,0.3,NA
"6183","HANOVER, NH US",1927,11,24,0.55,5.5,NA
"6184","HANOVER, NH US",1927,11,25,0.05,0.5,NA
"6185","HANOVER, NH US",1927,11,29,0.02,0.2,NA
"6186","HANOVER, NH US",1927,12,2,0.67,4.2,NA
"6187","HANOVER, NH US",1927,12,3,0.28,2.2,NA
"6188","HANOVER, NH US",1927,12,5,0.45,4.2,NA
"6189","HANOVER, NH US",1927,12,9,0.01,0.2,NA
"6190","HANOVER, NH US",1927,12,11,0.02,0.5,3
"6191","HANOVER, NH US",1927,12,16,0.5,5,NA
"6192","HANOVER, NH US",1927,12,17,0.28,2.5,NA
"6193","HANOVER, NH US",1927,12,20,0,0,NA
"6194","HANOVER, NH US",1927,12,23,0,0,NA
"6195","HANOVER, NH US",1928,1,1,0.05,0,3
"6196","HANOVER, NH US",1928,1,2,0.03,0.3,NA
"6197","HANOVER, NH US",1928,1,5,0,0,NA
"6198","HANOVER, NH US",1928,1,13,0.13,0.4,NA
"6199","HANOVER, NH US",1928,1,14,0,0,NA
"6200","HANOVER, NH US",1928,1,15,0.17,1.3,NA
"6201","HANOVER, NH US",1928,1,16,0.03,0.4,NA
"6202","HANOVER, NH US",1928,1,17,0.43,5.2,NA
"6203","HANOVER, NH US",1928,1,19,0.03,0.5,NA
"6204","HANOVER, NH US",1928,1,20,0.22,1.4,NA
"6205","HANOVER, NH US",1928,2,1,0,0.2,NA
"6206","HANOVER, NH US",1928,2,2,0,0,NA
"6207","HANOVER, NH US",1928,2,9,0.28,2.8,NA
"6208","HANOVER, NH US",1928,2,10,0.05,1.1,NA
"6209","HANOVER, NH US",1928,2,11,0.03,0.8,NA
"6210","HANOVER, NH US",1928,2,18,0.19,2.3,NA
"6211","HANOVER, NH US",1928,2,20,0.03,2,NA
"6212","HANOVER, NH US",1928,2,23,0.3,2.4,NA
"6213","HANOVER, NH US",1928,2,25,0,0,3
"6214","HANOVER, NH US",1928,2,26,0,0,NA
"6215","HANOVER, NH US",1928,2,27,0,0,NA
"6216","HANOVER, NH US",1928,2,28,0.03,0.8,NA
"6217","HANOVER, NH US",1928,2,29,0.02,0.7,NA
"6218","HANOVER, NH US",1928,3,2,0,0,NA
"6219","HANOVER, NH US",1928,3,3,0.04,1,NA
"6220","HANOVER, NH US",1928,3,5,0,0,NA
"6221","HANOVER, NH US",1928,3,7,0.22,3,NA
"6222","HANOVER, NH US",1928,3,8,0.04,0.7,NA
"6223","HANOVER, NH US",1928,3,9,0.23,3.2,NA
"6224","HANOVER, NH US",1928,3,10,0.38,5.7,NA
"6225","HANOVER, NH US",1928,3,18,0.4,3.5,NA
"6226","HANOVER, NH US",1928,3,19,0.15,1,NA
"6227","HANOVER, NH US",1928,3,20,0,0,NA
"6228","HANOVER, NH US",1928,3,24,0,0,NA
"6229","HANOVER, NH US",1928,3,28,0,0,NA
"6230","HANOVER, NH US",1928,3,30,0.2,0.5,NA
"6231","HANOVER, NH US",1928,3,31,0.03,0.3,NA
"6232","HANOVER, NH US",1928,4,1,0,0,NA
"6233","HANOVER, NH US",1928,4,9,0,0,NA
"6234","HANOVER, NH US",1928,4,12,0.35,0.4,NA
"6235","HANOVER, NH US",1928,4,17,0,0,NA
"6236","HANOVER, NH US",1928,4,22,0.8,1.3,NA
"6237","HANOVER, NH US",1928,4,28,0.47,5.1,NA
"6238","HANOVER, NH US",1928,10,24,0.2,0,NA
"6239","HANOVER, NH US",1928,10,26,0.02,0,NA
"6240","HANOVER, NH US",1928,11,8,0,0,NA
"6241","HANOVER, NH US",1928,11,9,0,0,NA
"6242","HANOVER, NH US",1928,11,21,0,0,NA
"6243","HANOVER, NH US",1928,11,22,0.08,0.8,NA
"6244","HANOVER, NH US",1928,11,25,0.01,0.1,NA
"6245","HANOVER, NH US",1928,11,26,0,0,NA
"6246","HANOVER, NH US",1928,11,27,0.01,0.1,NA
"6247","HANOVER, NH US",1928,11,30,0.1,1,NA
"6248","HANOVER, NH US",1928,12,1,0.27,2.3,NA
"6249","HANOVER, NH US",1928,12,3,0.05,0.1,NA
"6250","HANOVER, NH US",1928,12,5,0.04,0,NA
"6251","HANOVER, NH US",1928,12,9,0,0,2
"6252","HANOVER, NH US",1928,12,18,0.27,0,NA
"6253","HANOVER, NH US",1928,12,21,0,0,NA
"6254","HANOVER, NH US",1928,12,28,0.21,0,NA
"6255","HANOVER, NH US",1928,12,29,0,0,NA
"6256","HANOVER, NH US",1928,12,30,0,0,0
"6257","HANOVER, NH US",1929,1,1,0.61,4.4,NA
"6258","HANOVER, NH US",1929,1,2,0,0,NA
"6259","HANOVER, NH US",1929,1,4,0,0,NA
"6260","HANOVER, NH US",1929,1,7,0.01,0.1,NA
"6261","HANOVER, NH US",1929,1,8,0.02,0.3,NA
"6262","HANOVER, NH US",1929,1,10,0.26,2.6,NA
"6263","HANOVER, NH US",1929,1,12,0.06,1.6,NA
"6264","HANOVER, NH US",1929,1,13,0,0,5
"6265","HANOVER, NH US",1929,1,15,0.13,2.8,7
"6266","HANOVER, NH US",1929,1,17,0.3,1.9,NA
"6267","HANOVER, NH US",1929,1,20,0,0.2,0
"6268","HANOVER, NH US",1929,1,23,0,0,NA
"6269","HANOVER, NH US",1929,1,24,0,0,NA
"6270","HANOVER, NH US",1929,1,25,0.36,4,NA
"6271","HANOVER, NH US",1929,1,26,0.01,0.2,NA
"6272","HANOVER, NH US",1929,1,31,0.09,1.2,4
"6273","HANOVER, NH US",1929,2,1,0.1,2,NA
"6274","HANOVER, NH US",1929,2,2,0.1,1.7,NA
"6275","HANOVER, NH US",1929,2,7,0.76,5.5,NA
"6276","HANOVER, NH US",1929,2,9,0.25,4,NA
"6277","HANOVER, NH US",1929,2,10,0.01,0.5,9
"6278","HANOVER, NH US",1929,2,14,0,0,NA
"6279","HANOVER, NH US",1929,2,15,0.08,1.3,NA
"6280","HANOVER, NH US",1929,2,19,0.39,4.2,NA
"6281","HANOVER, NH US",1929,2,20,0.01,0.4,NA
"6282","HANOVER, NH US",1929,2,21,0.35,6.5,NA
"6283","HANOVER, NH US",1929,2,22,0.03,0.8,NA
"6284","HANOVER, NH US",1929,2,23,0,0,NA
"6285","HANOVER, NH US",1929,2,26,0.32,1.3,NA
"6286","HANOVER, NH US",1929,2,27,0,0,NA
"6287","HANOVER, NH US",1929,2,28,0.06,1,10
"6288","HANOVER, NH US",1929,3,1,0.05,1.2,NA
"6289","HANOVER, NH US",1929,3,2,0.25,2.3,NA
"6290","HANOVER, NH US",1929,3,7,0.1,2,NA
"6291","HANOVER, NH US",1929,3,9,0.02,0.8,NA
"6292","HANOVER, NH US",1929,3,10,0.04,0.9,10
"6293","HANOVER, NH US",1929,3,14,0.41,0.3,NA
"6294","HANOVER, NH US",1929,3,25,0.25,0.2,NA
"6295","HANOVER, NH US",1929,3,27,0,0,NA
"6296","HANOVER, NH US",1929,3,28,0.09,1.3,NA
"6297","HANOVER, NH US",1929,3,29,0,0,NA
"6298","HANOVER, NH US",1929,4,3,0,0,NA
"6299","HANOVER, NH US",1929,4,12,0.88,8.3,NA
"6300","HANOVER, NH US",1929,4,13,0.22,3.3,NA
"6301","HANOVER, NH US",1929,4,14,0,0,NA
"6302","HANOVER, NH US",1929,4,16,0.33,0.9,NA
"6303","HANOVER, NH US",1929,4,17,0.47,0.9,NA
"6304","HANOVER, NH US",1929,4,29,0.28,0,NA
"6305","HANOVER, NH US",1929,5,4,0,0,NA
"6306","HANOVER, NH US",1929,5,7,0.33,0,NA
"6307","HANOVER, NH US",1929,10,17,0.04,0,NA
"6308","HANOVER, NH US",1929,11,24,0.03,1,NA
"6309","HANOVER, NH US",1929,11,25,0,0,NA
"6310","HANOVER, NH US",1929,11,28,0.05,1,NA
"6311","HANOVER, NH US",1929,12,2,0.09,1.1,NA
"6312","HANOVER, NH US",1929,12,8,0.15,1.5,2
"6313","HANOVER, NH US",1929,12,9,0,0,NA
"6314","HANOVER, NH US",1929,12,10,0,0.2,NA
"6315","HANOVER, NH US",1929,12,11,0,0.3,NA
"6316","HANOVER, NH US",1929,12,13,0.12,1.2,NA
"6317","HANOVER, NH US",1929,12,17,0.26,1.2,NA
"6318","HANOVER, NH US",1929,12,20,0,0,NA
"6319","HANOVER, NH US",1929,12,21,0,0,NA
"6320","HANOVER, NH US",1929,12,22,0.01,0.1,3
"6321","HANOVER, NH US",1929,12,23,0.32,3.5,NA
"6322","HANOVER, NH US",1929,12,24,0.48,3.5,NA
"6323","HANOVER, NH US",1929,12,29,0.01,0.1,8
"6324","HANOVER, NH US",1929,12,30,0,0,NA
"6325","HANOVER, NH US",1929,12,31,0.25,2.5,NA
"6326","HANOVER, NH US",1930,1,4,0,0,NA
"6327","HANOVER, NH US",1930,1,9,0.58,0.5,NA
"6328","HANOVER, NH US",1930,1,10,0.02,0,NA
"6329","HANOVER, NH US",1930,1,12,0.4,3.7,4
"6330","HANOVER, NH US",1930,1,13,0.02,0.3,NA
"6331","HANOVER, NH US",1930,1,16,0,0,NA
"6332","HANOVER, NH US",1930,1,18,0.73,7.5,NA
"6333","HANOVER, NH US",1930,1,21,0.1,1.8,NA
"6334","HANOVER, NH US",1930,1,22,0,0,NA
"6335","HANOVER, NH US",1930,1,28,0.02,0.2,NA
"6336","HANOVER, NH US",1930,2,1,0,0,NA
"6337","HANOVER, NH US",1930,2,2,0.05,0.6,NA
"6338","HANOVER, NH US",1930,2,3,0.16,2,NA
"6339","HANOVER, NH US",1930,2,4,0.16,2.2,NA
"6340","HANOVER, NH US",1930,2,7,0.01,0,NA
"6341","HANOVER, NH US",1930,2,8,0,0,NA
"6342","HANOVER, NH US",1930,2,10,0.02,0.2,NA
"6343","HANOVER, NH US",1930,2,14,0.07,0.1,NA
"6344","HANOVER, NH US",1930,2,16,0.04,0,10
"6345","HANOVER, NH US",1930,3,2,0.14,0.4,NA
"6346","HANOVER, NH US",1930,3,6,0,0,NA
"6347","HANOVER, NH US",1930,3,9,0.08,0,0
"6348","HANOVER, NH US",1930,3,12,0.11,0.2,NA
"6349","HANOVER, NH US",1930,3,17,0.24,1,NA
"6350","HANOVER, NH US",1930,3,18,0.34,0.5,NA
"6351","HANOVER, NH US",1930,3,19,0.13,0.2,NA
"6352","HANOVER, NH US",1930,3,20,0.03,0.4,NA
"6353","HANOVER, NH US",1930,3,25,0.74,0,NA
"6354","HANOVER, NH US",1930,3,27,0,0,NA
"6355","HANOVER, NH US",1930,3,28,0,0,NA
"6356","HANOVER, NH US",1930,3,30,0,0,NA
"6357","HANOVER, NH US",1930,4,8,0.15,0,NA
"6358","HANOVER, NH US",1930,4,22,0.17,1.5,NA
"6359","HANOVER, NH US",1930,4,23,0,0,NA
"6360","HANOVER, NH US",1930,4,24,0.01,0,NA
"6361","HANOVER, NH US",1930,10,24,0.48,1.8,NA
"6362","HANOVER, NH US",1930,10,25,0.58,1.2,3
"6363","HANOVER, NH US",1930,11,6,0.3,0,NA
"6364","HANOVER, NH US",1930,11,25,0.45,0.1,NA
"6365","HANOVER, NH US",1930,11,28,0.03,0.3,NA
"6366","HANOVER, NH US",1930,11,29,0,0,NA
"6367","HANOVER, NH US",1930,12,1,0.28,0,NA
"6368","HANOVER, NH US",1930,12,7,0,0,0
"6369","HANOVER, NH US",1930,12,8,0,0,NA
"6370","HANOVER, NH US",1930,12,11,0.18,2.5,NA
"6371","HANOVER, NH US",1930,12,12,0.03,0.6,NA
"6372","HANOVER, NH US",1930,12,14,0,0,3
"6373","HANOVER, NH US",1930,12,15,0.04,1,NA
"6374","HANOVER, NH US",1930,12,18,0,0,NA
"6375","HANOVER, NH US",1930,12,20,0.9,3.8,4
"6376","HANOVER, NH US",1930,12,23,0.06,0.9,NA
"6377","HANOVER, NH US",1930,12,24,0.02,0.4,NA
"6378","HANOVER, NH US",1930,12,26,0.04,0.7,NA
"6379","HANOVER, NH US",1930,12,27,0.01,0.1,NA
"6380","HANOVER, NH US",1930,12,28,0,0,4
"6381","HANOVER, NH US",1930,12,30,0.02,0.3,NA
"6382","HANOVER, NH US",1931,1,5,0.09,1.7,NA
"6383","HANOVER, NH US",1931,1,6,0.55,4.6,NA
"6384","HANOVER, NH US",1931,1,11,0.01,0.2,8
"6385","HANOVER, NH US",1931,1,12,0.21,2.7,NA
"6386","HANOVER, NH US",1931,1,13,0.02,0.3,NA
"6387","HANOVER, NH US",1931,1,17,0,0,NA
"6388","HANOVER, NH US",1931,1,18,0,0,NA
"6389","HANOVER, NH US",1931,1,19,0.58,7.6,NA
